"","unique_pred_id","year","quarter","pred_weight_g","pred_cm","predator_spec","depth","X","Y","lat","long","ices_rect","cruise","amphipoda_tot","bivalvia_tot","clupeidae_tot","clupea_harengus_tot","gadus_morhua_tot","gadiformes_tot","gobiidae_tot","mysidae_tot","non_bio_tot","other_crustacea_tot","other_tot","other_pisces_tot","platichthys_flesus_tot","polychaeta_tot","saduria_entomon_tot","sprattus_sprattus_tot"
"1","2006_4_1_2006_12_2_1_BALL_41G8_10_NA_370_NA_1_COD",2006,4,506.53,37,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.31,0,0
"2","2006_4_1_2006_12_2_1_BALL_41G8_100_NA_480_NA_1_COD",2006,4,1105.92,48,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0
"3","2006_4_1_2006_12_2_1_BALL_41G8_101_NA_430_NA_1_COD",2006,4,795.07,43,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0.9,0,3.72,0,0
"4","2006_4_1_2006_12_2_1_BALL_41G8_102_NA_440_NA_1_COD",2006,4,851.84,44,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0
"5","2006_4_1_2006_12_2_1_BALL_41G8_103_NA_430_NA_1_COD",2006,4,795.07,43,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0
"6","2006_4_1_2006_12_2_1_BALL_41G8_104_NA_300_NA_1_COD",2006,4,270,30,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0
"7","2006_4_1_2006_12_2_1_BALL_41G8_105_NA_310_NA_1_COD",2006,4,297.91,31,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0
"8","2006_4_1_2006_12_2_1_BALL_41G8_106_NA_310_NA_1_COD",2006,4,297.91,31,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0
"9","2006_4_1_2006_12_2_1_BALL_41G8_107_NA_230_NA_1_COD",2006,4,121.67,23,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0
"10","2006_4_1_2006_12_2_1_BALL_41G8_108_NA_280_NA_1_COD",2006,4,219.52,28,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0
"11","2006_4_1_2006_12_2_1_BALL_41G8_109_NA_300_NA_1_COD",2006,4,270,30,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,0,0
"12","2006_4_1_2006_12_2_1_BALL_41G8_11_NA_350_NA_1_COD",2006,4,428.75,35,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0
"13","2006_4_1_2006_12_2_1_BALL_41G8_12_NA_520_NA_1_COD",2006,4,1406.08,52,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0
"14","2006_4_1_2006_12_2_1_BALL_41G8_13_NA_490_NA_1_COD",2006,4,1176.49,49,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0
"15","2006_4_1_2006_12_2_1_BALL_41G8_14_NA_500_NA_1_COD",2006,4,1250,50,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0
"16","2006_4_1_2006_12_2_1_BALL_41G8_15_NA_560_NA_1_COD",2006,4,1756.16,56,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0
"17","2006_4_1_2006_12_2_1_BALL_41G8_16_NA_500_NA_1_COD",2006,4,1250,50,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0
"18","2006_4_1_2006_12_2_1_BALL_41G8_17_NA_400_NA_1_COD",2006,4,640,40,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0
"19","2006_4_1_2006_12_2_1_BALL_41G8_18_NA_350_NA_1_COD",2006,4,428.75,35,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0
"20","2006_4_1_2006_12_2_1_BALL_41G8_19_NA_380_NA_1_COD",2006,4,548.72,38,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0
"21","2006_4_1_2006_12_2_1_BALL_41G8_2_NA_420_NA_1_COD",2006,4,740.88,42,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0
"22","2006_4_1_2006_12_2_1_BALL_41G8_20_NA_400_NA_1_COD",2006,4,640,40,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0
"23","2006_4_1_2006_12_2_1_BALL_41G8_21_NA_330_NA_1_COD",2006,4,359.37,33,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0
"24","2006_4_1_2006_12_2_1_BALL_41G8_22_NA_190_NA_1_COD",2006,4,68.59,19,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0
"25","2006_4_1_2006_12_2_1_BALL_41G8_23_NA_390_NA_1_COD",2006,4,593.19,39,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0
"26","2006_4_1_2006_12_2_1_BALL_41G8_24_NA_380_NA_1_COD",2006,4,548.72,38,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0
"27","2006_4_1_2006_12_2_1_BALL_41G8_25_NA_390_NA_1_COD",2006,4,593.19,39,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0
"28","2006_4_1_2006_12_2_1_BALL_41G8_26_NA_340_NA_1_COD",2006,4,393.04,34,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0
"29","2006_4_1_2006_12_2_1_BALL_41G8_28_NA_360_NA_1_COD",2006,4,466.56,36,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0
"30","2006_4_1_2006_12_2_1_BALL_41G8_29_NA_350_NA_1_COD",2006,4,428.75,35,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0
"31","2006_4_1_2006_12_2_1_BALL_41G8_3_NA_420_NA_1_COD",2006,4,740.88,42,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0
"32","2006_4_1_2006_12_2_1_BALL_41G8_30_NA_370_NA_1_COD",2006,4,506.53,37,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0
"33","2006_4_1_2006_12_2_1_BALL_41G8_31_NA_340_NA_1_COD",2006,4,393.04,34,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.97,0,0
"34","2006_4_1_2006_12_2_1_BALL_41G8_32_NA_420_NA_1_COD",2006,4,740.88,42,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0
"35","2006_4_1_2006_12_2_1_BALL_41G8_33_NA_330_NA_1_COD",2006,4,359.37,33,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0
"36","2006_4_1_2006_12_2_1_BALL_41G8_34_NA_160_NA_1_COD",2006,4,40.96,16,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0
"37","2006_4_1_2006_12_2_1_BALL_41G8_35_NA_300_NA_1_COD",2006,4,270,30,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
"38","2006_4_1_2006_12_2_1_BALL_41G8_36_NA_350_NA_1_COD",2006,4,428.75,35,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
"39","2006_4_1_2006_12_2_1_BALL_41G8_38_NA_360_NA_1_COD",2006,4,466.56,36,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
"40","2006_4_1_2006_12_2_1_BALL_41G8_39_NA_350_NA_1_COD",2006,4,428.75,35,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0
"41","2006_4_1_2006_12_2_1_BALL_41G8_4_NA_470_NA_1_COD",2006,4,1038.23,47,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0
"42","2006_4_1_2006_12_2_1_BALL_41G8_40_NA_420_NA_1_COD",2006,4,740.88,42,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0
"43","2006_4_1_2006_12_2_1_BALL_41G8_41_NA_260_NA_1_COD",2006,4,175.76,26,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0
"44","2006_4_1_2006_12_2_1_BALL_41G8_42_NA_330_NA_1_COD",2006,4,359.37,33,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0
"45","2006_4_1_2006_12_2_1_BALL_41G8_43_NA_330_NA_1_COD",2006,4,359.37,33,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0
"46","2006_4_1_2006_12_2_1_BALL_41G8_44_NA_430_NA_1_COD",2006,4,795.07,43,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0
"47","2006_4_1_2006_12_2_1_BALL_41G8_45_NA_290_NA_1_COD",2006,4,243.89,29,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0
"48","2006_4_1_2006_12_2_1_BALL_41G8_46_NA_360_NA_1_COD",2006,4,466.56,36,"COD",97,716.824541210453,6239.41368696081,56.25,18.5,"41G8","No name",0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0
